query_id,dataset_version,data_split,language,question,question_sha256,answerable,expected_status,relevant_document_id,relevant_section_id,expected_key_points,negative_type,boundary_document_id,boundary_category,boundary_reason,dataset_provenance,corpus_fingerprint
V2-DEV-S011,rag-answerability-v2-dataset-v1,development,bn,মেশিনজনিত কারণে অপারেশন বন্ধ হলে সঙ্গে সঙ্গে কী কী পদক্ষেপ নিতে হবে?,1a182af685c703fcabd00c851ab835ff663b8f78d4dcf4cd5c83c4287d3af7f1,true,supported,DOC-002,DOC-002-S01,stop affected operation safely; isolate power where required; record start time; notify maintenance; do not bypass machine guards,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S012,rag-answerability-v2-dataset-v1,development,bn,মেইনটেন্যান্সের আগে আক্রান্ত অপারেশনের নিরাপত্তা ও রিপোর্টিং নিয়ে কী করতে হবে?,aa55cd3cfb3e20e1e0fa0cb15cf83b7ac013cc5d6a1cb1ed78ae690bc5d4f19c,true,supported,DOC-002,DOC-002-S01,stop affected operation safely; isolate power where required; record start time; notify maintenance; do not bypass machine guards,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S013,rag-answerability-v2-dataset-v1,development,bn,ডাউনটাইম কখন প্রোডাকশন ম্যানেজারের কাছে এসকেলেট করতে হবে?,b827a3a581e5ff25a7622b0c0dc0aab2e89db918ede7df4dc9c8fece33c95ee6,true,supported,DOC-002,DOC-002-S02,downtime above 30 minutes; notify production manager; consider approved operator or machine reassignment,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S014,rag-answerability-v2-dataset-v1,development,bn,নির্ধারিত ডাউনটাইম সীমা পার হলে অনুমোদিত কোন পুনর্বিন্যাস বিবেচনা করা যায়?,899cac712de14b4901041d0216c493ea86bb2382161cf48697320b5e6b28fcec,true,supported,DOC-002,DOC-002-S02,downtime above 30 minutes; notify production manager; consider approved operator or machine reassignment,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S015,rag-answerability-v2-dataset-v1,development,mixed,Downtime কতক্ষণ exceed করলে production manager-কে escalate করতে হবে?,06764f85e1dbec35dd987b320f1890ed113f5dabae388a40c744e12741ce4e98,true,supported,DOC-002,DOC-002-S02,downtime above 30 minutes; notify production manager; consider approved operator or machine reassignment,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S016,rag-answerability-v2-dataset-v1,development,mixed,30-minute threshold cross করার পর approved operator বা machine reassignment নিয়ে policy কী?,7174756c324450e456c8a3f2a8169653ddc7974ac2e2cf83d571757cd2682b91,true,supported,DOC-002,DOC-002-S02,downtime above 30 minutes; notify production manager; consider approved operator or machine reassignment,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S017,rag-answerability-v2-dataset-v1,development,en,How does the policy distinguish a minor material shortage from a critical one?,55fcf4cf6f40db3fd55a5122dab642d46e27b933140f174df57aa1da6fbde2e9,true,supported,DOC-003,DOC-003-S01,minor shortage permits reduced-speed production; critical shortage blocks one or more planned operations,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S018,rag-answerability-v2-dataset-v1,development,en,What shortage category applies when planned operations are blocked?,1b86568299359ba4ccfa656ed5325525d27073284a5cf2ebd1f596cab8ab13b3,true,supported,DOC-003,DOC-003-S01,minor shortage permits reduced-speed production; critical shortage blocks one or more planned operations,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S019,rag-answerability-v2-dataset-v1,development,mixed,Minor shortage আর critical shortage-এর operational difference কী?,abc41b9ff8a13ed20029e465e0c4e532c1debc86badef0ce6ca293d3ee3e4278,true,supported,DOC-003,DOC-003-S01,minor shortage permits reduced-speed production; critical shortage blocks one or more planned operations,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S020,rag-answerability-v2-dataset-v1,development,mixed,Planned operation block হলে shortage classification কী হবে?,e2dabfc635180b37469adc94fceca70df500564e1953a0f69d8691dd482f8dd7,true,supported,DOC-003,DOC-003-S01,minor shortage permits reduced-speed production; critical shortage blocks one or more planned operations,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S021,rag-answerability-v2-dataset-v1,development,en,What facts must be confirmed before requesting a production plan change for a material shortage?,4a7b97faec2aa8efef2a3d42b6d694b3126da2fab4be7eea971e6b18559915a4,true,supported,DOC-003,DOC-003-S02,confirm available quantity; expected arrival; affected operations; alternative stock before requesting plan changes,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S022,rag-answerability-v2-dataset-v1,development,en,"Before changing the plan, which material-availability details should be verified?",39d17b4da7fadcf2232478d14ee82f194247ab90c93e572584a6412b7aeb0bea,true,supported,DOC-003,DOC-003-S02,confirm available quantity; expected arrival; affected operations; alternative stock before requesting plan changes,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S023,rag-answerability-v2-dataset-v1,development,bn,ম্যাটেরিয়াল ঘাটতির কারণে পরিকল্পনা পরিবর্তনের অনুরোধের আগে কোন তথ্যগুলো নিশ্চিত করতে হবে?,d3397c9da5db54ee58219e189ea9e9a20a36d42bf39d1441f08293095a7e6662,true,supported,DOC-003,DOC-003-S02,confirm available quantity; expected arrival; affected operations; alternative stock before requesting plan changes,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S024,rag-answerability-v2-dataset-v1,development,bn,"প্ল্যান বদলানোর আগে উপলভ্য পরিমাণ, আগমনের সময় ও বিকল্প স্টক বিষয়ে কী যাচাই দরকার?",28d356bd7167a4d65946a57a1a0c971334f782fda4a62cf671b384c7e40a7445,true,supported,DOC-003,DOC-003-S02,confirm available quantity; expected arrival; affected operations; alternative stock before requesting plan changes,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S025,rag-answerability-v2-dataset-v1,development,bn,উৎপাদনে ত্রুটি ধরা পড়লে কনটেইনমেন্টের জন্য কী কী পদক্ষেপ নিতে হবে?,b9faa344e70404dd6bee2c61ddc9ec683fd142fa8f10ab74d5b272670d60d495,true,supported,DOC-004,DOC-004-S01,separate affected WIP; confirm defect type and extent; prevent unverified pieces from moving to next process,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S026,rag-answerability-v2-dataset-v1,development,bn,ত্রুটিপূর্ণ WIP এবং যাচাই না হওয়া পিস কীভাবে নিয়ন্ত্রণ করতে হবে?,7a7fea40015521d899e788b5418d2f99a43960893f1bd26137082bfe72143a30,true,supported,DOC-004,DOC-004-S01,separate affected WIP; confirm defect type and extent; prevent unverified pieces from moving to next process,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S027,rag-answerability-v2-dataset-v1,development,mixed,Defect detect হলে affected WIP containment-এর immediate steps কী?,20a2b6e9704a8fcbb68439b8451f1966a9ef62f946d4babef1be5db2ca1c3dac,true,supported,DOC-004,DOC-004-S01,separate affected WIP; confirm defect type and extent; prevent unverified pieces from moving to next process,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S028,rag-answerability-v2-dataset-v1,development,mixed,Unverified pieces next process-এ move করার আগে quality policy কী বলে?,240e5a15875d8cda4feeda4bfddc3ca1600b7e7c1141c543df60423d7fe712d4,true,supported,DOC-004,DOC-004-S01,separate affected WIP; confirm defect type and extent; prevent unverified pieces from moving to next process,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S029,rag-answerability-v2-dataset-v1,development,en,Which details have to be recorded for a corrective action and its verification?,9eac2eeb76794c383b0135d72e5f1d950a2493e8c32daa84b16c5972b9a0058e,true,supported,DOC-004,DOC-004-S02,record suspected cause; correction owner; due time; verification method; observed result; later improvement is association without causal study,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S030,rag-answerability-v2-dataset-v1,development,en,"Without a causal study, how should a later improvement after corrective action be described?",cabae414954a4f494180f8ce1fafd621d349d954f019ffceb6ab50c23cbdcef2,true,supported,DOC-004,DOC-004-S02,record suspected cause; correction owner; due time; verification method; observed result; later improvement is association without causal study,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S031,rag-answerability-v2-dataset-v1,development,mixed,"CAPA corrective action record-এ owner, due time, verification method আর result কীভাবে capture করতে হবে?",94bdf1fd8a1027d82ed85ac450cbe45f90df646ffe91f4ff2e93f20ec99050c2,true,supported,DOC-004,DOC-004-S02,record suspected cause; correction owner; due time; verification method; observed result; later improvement is association without causal study,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S032,rag-answerability-v2-dataset-v1,development,mixed,Causal study না থাকলে later improvement-কে cause না association হিসেবে treat করতে হবে?,9ea30dd00560f5a1eac1279dc5c4b1816ca02cba3b957eeef9349634693b7e21,true,supported,DOC-004,DOC-004-S02,record suspected cause; correction owner; due time; verification method; observed result; later improvement is association without causal study,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S033,rag-answerability-v2-dataset-v1,development,en,What must be confirmed before bulk production begins after a style changeover?,a8b614c150b17586f5d707ba6f7011065c0fc025f76a5752fe2531147a986faa,true,supported,DOC-005,DOC-005-S01,confirm operation bulletin; machine layout; attachments; skill requirements; first-piece approval; target ramp-up before bulk production,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S034,rag-answerability-v2-dataset-v1,development,en,Which preparation checks are required before releasing a changed style to bulk production?,51eaf69ebedf2f02c54c9162aea412d9d6b391dfa6a35f3b2a11f1716241e851,true,supported,DOC-005,DOC-005-S01,confirm operation bulletin; machine layout; attachments; skill requirements; first-piece approval; target ramp-up before bulk production,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S035,rag-answerability-v2-dataset-v1,development,bn,স্টাইল চেঞ্জওভারের পর বাল্ক উৎপাদন শুরুর আগে কোন বিষয়গুলো নিশ্চিত করতে হবে?,4ddae6c28c64ace2fe7d914c8320244f5c0559057bf7ee41694605957d2bf5aa,true,supported,DOC-005,DOC-005-S01,confirm operation bulletin; machine layout; attachments; skill requirements; first-piece approval; target ramp-up before bulk production,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S036,rag-answerability-v2-dataset-v1,development,bn,"নতুন স্টাইল বাল্কে ছাড়ার আগে মেশিন, দক্ষতা ও first-piece approval নিয়ে কী যাচাই দরকার?",06b43943e0ba0e4353e208d5606af71bbaea84fab5c847f2d406b237451912d4,true,supported,DOC-005,DOC-005-S01,confirm operation bulletin; machine layout; attachments; skill requirements; first-piece approval; target ramp-up before bulk production,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S037,rag-answerability-v2-dataset-v1,development,bn,লাইনের বটলনেক অপারেশন শনাক্ত করতে কোন প্রমাণ ব্যবহার করতে হবে?,946a6fa8f08a1094e46109c2fe69cab6c6e2ff4bcb436eb1efc8cc53a65db511,true,supported,DOC-005,DOC-005-S02,use WIP and cycle-time evidence to identify constrained operation; rebalance only after manager or industrial-engineering approval,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S038,rag-answerability-v2-dataset-v1,development,bn,কোন অনুমোদনের পর লাইন রিব্যালেন্স করা যাবে?,37baf6299233ff6426da16e5839a3ea5e01bf5d227680a388a173554778ec3e2,true,supported,DOC-005,DOC-005-S02,use WIP and cycle-time evidence to identify constrained operation; rebalance only after manager or industrial-engineering approval,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S039,rag-answerability-v2-dataset-v1,development,mixed,Bottleneck identify করতে WIP আর cycle-time evidence কীভাবে use করতে হবে?,fffe67b88b16eccd0b3ed664b76c798dcfa49d39b67e556927035a7a7f807ca5,true,supported,DOC-005,DOC-005-S02,use WIP and cycle-time evidence to identify constrained operation; rebalance only after manager or industrial-engineering approval,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S040,rag-answerability-v2-dataset-v1,development,mixed,Line rebalance করার আগে manager বা IE approval requirement কী?,4dc0d76898feca989245b43a880b2b07d93a12501d206e671c2d96e1b0b0c406,true,supported,DOC-005,DOC-005-S02,use WIP and cycle-time evidence to identify constrained operation; rebalance only after manager or industrial-engineering approval,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S041,rag-answerability-v2-dataset-v1,development,en,Which attendance counts should be compared when evaluating operator availability?,c2ae2e786ad03d1e0a7d1dab2020ed4dcbc5e0625ca3e80b8e2028cdd29e9261,true,supported,DOC-006,DOC-006-S01,"compare planned, present, and skilled-present operator counts; do not use individual employee performance scoring in automated recommendations",,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S042,rag-answerability-v2-dataset-v1,development,en,What restriction applies to individual employee performance scores in automated recommendations?,ccacda24ab3ba2c469cc540d31db2b1bf2e1eb23e73a8bdbaa6b1aee19855fac,true,supported,DOC-006,DOC-006-S01,"compare planned, present, and skilled-present operator counts; do not use individual employee performance scoring in automated recommendations",,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S043,rag-answerability-v2-dataset-v1,development,mixed,"Attendance signal-এ planned, present আর skilled-present operators কীভাবে compare করতে হবে?",6dccb76689b17db84290b6bf7e1d47f772f5e268dc2db7a3441283464e1a74e9,true,supported,DOC-006,DOC-006-S01,"compare planned, present, and skilled-present operator counts; do not use individual employee performance scoring in automated recommendations",,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S044,rag-answerability-v2-dataset-v1,development,mixed,Automated recommendation-এ individual employee performance score use করা যাবে কি?,62fa4ab398ede107153aefec45c2055988945fb8025b4ce3fb54ffa4cb713d9c,true,supported,DOC-006,DOC-006-S01,"compare planned, present, and skilled-present operator counts; do not use individual employee performance scoring in automated recommendations",,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S045,rag-answerability-v2-dataset-v1,development,en,What approvals and compatibility checks are required for temporary operator reallocation?,c38842bf7b3780bbea8bb7e3727e25a46a411b0a32fd900e5d6f94dc6536497c,true,supported,DOC-006,DOC-006-S02,temporary reallocation requires supervisor confirmation; skill compatibility; production-manager approval,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S046,rag-answerability-v2-dataset-v1,development,en,"Before temporarily reallocating an operator, what three conditions must be satisfied?",f44cf21e11e5cf85536579138e509b978e8f5d419091ace13ec58136a5468fe8,true,supported,DOC-006,DOC-006-S02,temporary reallocation requires supervisor confirmation; skill compatibility; production-manager approval,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S047,rag-answerability-v2-dataset-v1,development,bn,অস্থায়ী অপারেটর পুনর্বিন্যাসের আগে কোন নিশ্চিতকরণ ও অনুমোদন দরকার?,7000ed2c4e97930ee11194068d1ace97b129d01e0b4796951ffbb7eaead6d89b,true,supported,DOC-006,DOC-006-S02,temporary reallocation requires supervisor confirmation; skill compatibility; production-manager approval,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S048,rag-answerability-v2-dataset-v1,development,bn,Temporary reallocation-এর জন্য দক্ষতার সামঞ্জস্যসহ কোন শর্তগুলো পূরণ করতে হবে?,7e05e55d367af84a20880e44c76a3a40b6f0e48155939b0dc74bf194cc21dabf,true,supported,DOC-006,DOC-006-S02,temporary reallocation requires supervisor confirmation; skill compatibility; production-manager approval,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S049,rag-answerability-v2-dataset-v1,development,bn,"অপারেশনাল টাস্ক তৈরি, বরাদ্দ, পরিবর্তন বা বন্ধ করতে কী ধরনের মানব অনুমোদন দরকার?",e9ddab9957a96c260b370f92796b3e39610f268863c49fedce66bcdefb78bb75,true,supported,DOC-007,DOC-007-S01,"task create, assign, change, or close requires authenticated human approval; approval bound to exact action and arguments",,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S050,rag-answerability-v2-dataset-v1,development,bn,একটি operational approval কোন action ও arguments-এর সঙ্গে যুক্ত থাকতে হবে?,ebcf2cbf8fb60aba6e27da8b642682e72321b165ec26dfc61ac642a186b51441,true,supported,DOC-007,DOC-007-S01,"task create, assign, change, or close requires authenticated human approval; approval bound to exact action and arguments",,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S051,rag-answerability-v2-dataset-v1,development,mixed,Operational task create বা close করতে authenticated human approval requirement কী?,645dbd435993d0c63c06603ce26dcd5a2adb792eabea6fa63fd6ea8ce544174f,true,supported,DOC-007,DOC-007-S01,"task create, assign, change, or close requires authenticated human approval; approval bound to exact action and arguments",,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S052,rag-answerability-v2-dataset-v1,development,mixed,Approval-কে exact tool action আর arguments-এর সাথে bind করার rule কী?,176549734598880b6c3c674e04110756d8ae00907fcc920c2f17dffd19cf730d,true,supported,DOC-007,DOC-007-S01,"task create, assign, change, or close requires authenticated human approval; approval bound to exact action and arguments",,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S053,rag-answerability-v2-dataset-v1,development,en,What should happen when the same idempotency key is submitted again?,565381691db39d60259be211c265541e291f2188a71b06e419204218daf54d65,true,supported,DOC-007,DOC-007-S02,same idempotency key returns original result; repeated request must not create duplicate action,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S054,rag-answerability-v2-dataset-v1,development,en,How does the policy prevent a repeated approved request from creating a duplicate action?,d87f275f75c05828b50db350b013f5db9d3f3e174d5207fa72f30daba0cfb8a9,true,supported,DOC-007,DOC-007-S02,same idempotency key returns original result; repeated request must not create duplicate action,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S055,rag-answerability-v2-dataset-v1,development,mixed,Same idempotency key repeat হলে original result নাকি new action তৈরি হবে?,fc70aa334b327ee5ebd48417af1c14c4e9ac9732bf738055a39341206a2e2025,true,supported,DOC-007,DOC-007-S02,same idempotency key returns original result; repeated request must not create duplicate action,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
V2-DEV-S056,rag-answerability-v2-dataset-v1,development,mixed,Repeated approved request-এর duplicate action prevention rule কী?,36940e11295fd8dfd25a9bec4fe8cb332647256e2ec52d27fdb9b16d98eb05d9,true,supported,DOC-007,DOC-007-S02,same idempotency key returns original result; repeated request must not create duplicate action,,,,,synthetic_fresh_v2_authored_from_frozen_corpus,59f725c9b3b67abce85fb38b4860c1dbe7c5d9f5f4094a8b5ae60e26f31fa1a4
